FLW_IDX,꽃 이름,색,봄,여름,가을,겨울,향기,가격,사용,꽃말,알러지,꽃말(설명)
100,스위트피,분홍색,1,0,1,1,강한향,600,꽃다발,"감탄, 기쁨, 감사",X,"분홍색 스위트피는 그 자체로 마음을 사로잡는 아름다움을 가지고 있습니다. 이 꽃은 감탄과 기쁨, 감사의 감정을 담아 특별한 순간들을 더욱 빛나게 해줍니다. 예를 들어, 친구가 새로운 직장을 얻었거나 중요한 시험에 합격했을 때, 이 꽃을 선물한다면 그 기쁜 순간에 함께하는 당신의 마음을 전달할 수 있습니다. 분홍색의 부드러운 톤은 따뜻한 위로가 필요할 때도 안성맞춤이며, 받는 이에게 편안함과 평화를 선사합니다. 이처럼 스위트피는 감사의 마음을 전하거나, 소중한 이의 새로운 시작을 축하하는 순간에도 완벽하게 어울리는 꽃입니다."
101,스위트피,보라색,1,0,1,1,강한향,600,꽃다발,"마법, 신비주의, 영적 연결",X,"보라색 스위트피는 마치 마법 같은 신비로움을 품고 있어, 지친 일상에서 벗어나 영적인 안식을 찾고자 하는 이들에게 특별한 의미를 전달할 수 있습니다. 이 꽃은 깊은 내면의 세계와 연결되고자 하는 사람들에게 특히 의미 있는 선물이 될 것입니다. 마치 미지의 세계로 안내하는 듯한 보라색의 신비로움은, 새로운 시작을 준비하거나 중요한 결정을 앞둔 이에게 용기와 영감을 제공합니다. 또한, 영적인 경로를 탐색하는 친구나 가족에게 이 꽃을 선물하면, 그들의 여정이 좀 더 평화롭고 의미 있는 것이 될 수 있도록 위로와 격려를 전달할 수 있습니다. 보라색 스위트피는 그 자체로도 감동적이지만, 그것이 지닌 깊은 꽃말은 받는 이의 마음에 오랫동안 기억될 것입니다."
102,스위트피,하얀색,1,0,1,1,강한향,600,축하,"새로운 시작, 순수함",X,"스위트피의 하얀색 꽃잎은 새로운 시작과 순수함을 상징합니다. 이 꽃은 졸업식이나 새로운 직장을 축하하는 자리에서 특히 의미가 깊을 것입니다. 그 순백의 색상이 새로운 도전과 기회를 맞이하는 이들의 마음을 밝게 해주며, 희망찬 미래를 향한 첫 걸음을 응원합니다. 또한, 인생의 새로운 장을 열어가는 친구나 사랑하는 사람에게 전달한다면, 그 순수한 아름다움이 그들의 새로운 시작을 더욱 특별하게 만들어 줄 것입니다. 스위트피는 그 이름처럼 달콤한 향기를 풍기며, 받는 이의 마음에도 포근하고 긍정적인 감정을 전달해 줄 것입니다."
103,스위트피,빨간색,1,0,1,1,강한향,600,꽃다발,"열정, 사랑, 욕망",X,"빨간색 스위트피는 그 화려한 색깔만큼이나 강렬한 감정을 전달하는 꽃입니다. 이 꽃은 열정적인 사랑과 깊은 욕망의 상징으로, 뜨거운 감정을 표현하고 싶은 순간에 아주 적합합니다. 사랑하는 사람에게 프러포즈를 하거나, 오랜 시간을 함께한 연인에게 그동안 변함없는 사랑을 전할 때 빨간 스위트피는 그 마음을 더욱 특별하게 만들어줄 것입니다. 이 꽃을 선물하면, 받는 사람은 당신의 열정적인 마음을 느끼고 그 사랑에 더 깊이 감동할 수 있을 것입니다. 때로는 단어만으로는 전달되지 않는 감정들을, 빨간 스위트피 한 다발이 담백하면서도 진심을 전하는 메신저가 되어 줄 것입니다."
104,루드베키아,노란색,1,1,0,0,강한향,400,결혼,영원한 행복,X,"루드베키아는 그 화사한 노란색 꽃잎으로 보는 이에게 밝고 긍정적인 에너지를 전달합니다. 이 꽃의 꽃말인 '영원한 행복'은 사랑하는 사람에게 마음을 표현할 때 특히 의미가 깊습니다. 예를 들어, 결혼 기념일이나 중요한 이정표를 축하하는 순간에 루드베키아를 선물하면, 그 순간의 기쁨과 앞으로의 행복한 날들을 기원하는 마음을 표현할 수 있습니다. 또한, 친구나 가족이 어려운 시기를 겪고 있을 때 이 꽃을 선물하면, '영원한 행복'이라는 메시지가 그들에게 희망을 주고 위로가 되어 줄 것입니다. 이처럼 루드베키아는 사랑과 응원, 위로의 감정을 전달하는 데에 아주 적합한 꽃입니다."
105,에키놉스,보라색,1,1,1,1,무향,2000,축하,"아이같은 마음, 동심",X,"보라색 에키놉스는 그 자체로 마음속 깊은 곳에 숨겨진 아이같은 순수함과 동심을 일깨워줍니다. 이 꽃은 특히 어른이 되어가면서 잃어버린 순수한 감정과 기쁨을 상기시키고자 할 때 아주 적절한 선물이 될 수 있어요. 예를 들어, 바쁜 일상에서 지친 친구나 사랑하는 이에게 보라색 에키놉스를 선물한다면, 그들의 얼굴에 미소를 되찾아 줄 수 있을 거예요. 이 꽃은 또한 어린이들의 방이나 학습 공간에 두었을 때 창의력과 긍정적인 에너지를 북돋우는 데 도움을 줄 수 있습니다. 이렇게 에키놉스는 우리 모두에게 내면의 순수함과 기쁨을 다시 발견하게 해주는 매력적인 꽃입니다."
106,유칼립투스,초록색,1,1,1,1,강한향,1800,꽃다발,추억을 함께 만들어가자,X,"유칼립투스는 그 신선하고 투명한 초록빛으로 언제나 마음을 편안하게 해주는 특별한 꽃입니다. '추억을 함께 만들어가자'는 꽃말처럼, 유칼립투스는 오랜 친구나 연인과의 소중한 순간을 기념하며 선물하기에 완벽한 선택입니다. 특히 새로운 시작을 축하하거나, 함께한 시간들을 기억하며 감사의 마음을 표현하고 싶을 때 유칼립투스 한 다발은 그 의미를 더욱 깊게 해줍니다. 이 꽃은 사랑하는 이들과의 따뜻한 추억을 되새기며 앞으로도 계속 함께하겠다는 약속과 같은 마음을 전달하는 데에도 적합합니다."
107,옥시페탈륨,파란색,1,1,1,1,무향,2400,꽃다발,"사랑의 방문, 행복한 사랑, 서로를 믿는 마음",X,"옥시페탈륨의 파란색은 마치 평화로운 바다와 같은 안정감을 줍니다. 이 꽃이 지닌 '사랑의 방문', '행복한 사랑', '서로를 믿는 마음'이라는 꽃말은 진실된 사랑과 깊은 신뢰를 상징합니다. 이러한 꽃은 연인들 사이의 특별한 기념일이나, 서로에 대한 믿음과 사랑을 확인하고 싶은 순간에 선물하기에 아주 적합합니다. 또한, 이 꽃은 한 사람에 대한 깊은 애정과 신뢰를 표현하고자 할 때, 그 마음을 전달하는 데 있어 더없이 완벽한 선택이 될 것입니다. 옥시페탈륨을 선물받은 사람은 그 꽃을 통해 사랑의 따뜻함을 느끼고, 두 사람의 관계가 더욱 깊고 튼튼해짐을 실감할 수 있을 것입니다."
108,옥시페탈륨,하얀색,1,1,1,1,무향,2400,꽃다발,"사랑의 방문, 행복한 사랑, 서로를 믿는 마음",X,"옥시페탈륨은 그 고운 하얀색 빛깔로 사랑의 순수함과 행복을 상징합니다. 이 꽃은 사랑하는 사람들 사이에서 서로의 믿음과 애정을 확인하는 데 아주 적합하며, 특별한 순간에 그 의미를 더욱 깊게 해줍니다. 예를 들어, 연인이 서로에게 평생을 함께하자는 약속을 할 때, 옥시페탈륨을 선물로 주면 그 약속이 더욱 견고하고 순수한 마음에서 비롯된 것임을 의미할 수 있습니다. 이 꽃은 또한 서로를 진심으로 신뢰하고 의지하는 관계를 더욱 돈독히 하고자 할 때 주는 선물로도 아주 좋습니다. 옥시페탈륨을 통해 전달되는 메시지는 사랑이라는 감정이 얼마나 특별하고 중요한지를 상기시켜 줍니다."
109,옥시페탈륨,분홍색,1,1,1,1,무향,2400,꽃다발,"사랑의 방문, 행복한 사랑, 서로를 믿는 마음",X,"분홍색 옥시페탈륨은 그 자체로 사랑스러운 감성을 품고 있습니다. 이 꽃은 행복한 사랑과 서로에 대한 믿음이라는 꽃말을 가지고 있어, 연인 또는 가까운 친구에게 선물하기에 더할 나위 없이 완벽합니다. 특히, 새로운 관계의 시작을 축하하거나, 어려운 시기를 함께 견뎌온 사람에게 깊은 신뢰와 애정을 표현하고자 할 때 옥시페탈륨은 감동적인 메시지를 전달할 수 있습니다. 이 분홍색 꽃은 사랑의 방문이라는 꽃말처럼, 마음을 전하고 싶은 순간 언제든지 사랑이 깃든 따뜻한 감정의 전령사가 되어 줄 것입니다."
110,미니거베라,빨간색,1,1,1,1,무향,2300,꽃다발,당신을 사랑합니다,X,"빨간 미니거베라는 그 작고 섬세한 꽃잎에서도 강렬한 사랑의 메시지를 전달합니다. 이 꽃은 특별한 날, 사랑하는 사람에게 마음을 고백하거나 오랜 시간 변함없는 사랑을 확인하는 순간에 제격입니다. 누군가에게 마음을 전할 때, 말로 표현하기 어려운 깊은 감정을 빨간 미니거베라가 대신 전해줄 수 있습니다. 또한, 이 꽃은 열정적이면서도 따뜻한 감정을 필요로 하는 사람에게 안성맞춤이어서, 상대의 마음에 깊은 인상을 남기게 될 것입니다."
111,미니거베라,주황색,1,1,1,1,무향,2300,꽃다발,열정과 에너지,X,"주황색 미니거베라는 그 자체로 활기와 열정을 상징합니다. 이 꽃은 특히 새로운 시작을 축하하거나 어떤 도전에 맞서는 이에게 큰 힘을 전달하는데 적합합니다. 예를 들어, 새로운 직업을 시작하는 친구나 중요한 시험을 앞둔 사람에게 주황색 미니거베라를 선물한다면, 그들에게 긍정적인 에너지를 불어넣어 줄 수 있습니다. 이 꽃은 또한 일상에서 탈피하여 특별한 순간을 더욱 빛나게 해주는 마법 같은 힘이 있어, 생일이나 기념일 같은 축하의 자리에도 아주 잘 어울립니다."
112,미니거베라,분홍색,1,1,1,1,무향,2300,꽃다발,친절과 감사,X,"분홍색 미니거베라는 그 자체로 따스한 미소를 선사하는 꽃입니다. 이 꽃은 친절과 감사의 꽃말을 지니고 있어, 일상에서 마주한 작은 친절에 대한 고마움을 전할 때 아주 적합합니다. 예를 들어 친구가 어려움을 겪을 때 옆에서 조용히 힘이 되어준 이에게, 또는 항상 자신을 돌보아주는 가족에게 이 꽃을 선물하면 그 마음이 따뜻하게 전달될 것입니다. 분홍색은 부드러움과 사랑스러움을 상징하기에, 받는 사람으로 하여금 부드럽고 포근한 기분을 느끼게 해 줍니다. 미니거베라 한 송이는 작지만, 그 의미는 크게 다가와 마음을 감동시키는 특별한 선물이 될 것입니다."
113,미니거베라,하얀색,1,1,1,1,무향,2300,꽃다발,순결,X,"하얀 미니거베라는 순수하고 맑은 마음을 상징합니다. 이 꽃은 특히 결혼식이나 세례식과 같은 순결과 새로운 시작을 축하하는 행사에 잘 어울립니다. 순백의 미니거베라 한 송이는 사랑하는 사람에게 진심을 전할 때, 그 마음의 순수함과 진정성을 효과적으로 표현할 수 있습니다. 또한, 어려운 시기를 극복하고 새로운 출발을 하는 친구에게 전하는 선물로도 적합하여, 그들의 새로운 시작을 응원하며 마음속 깊이 지지한다는 메시지를 전달할 수 있습니다. 이렇게 하얀색 미니거베라는 간결하면서도 강력한 감정의 전달자로서, 다양한 순간들에서 사랑과 희망, 지지의 메시지를 전하는 데 큰 역할을 합니다."
114,미니거베라,노란색,1,1,1,1,무향,2300,꽃다발,행복과 우정,X,"노란색 미니거베라는 밝고 따뜻한 빛깔로, 주변을 환하게 밝혀주는 특별한 꽃입니다. 이 꽃은 '행복과 우정'이라는 꽃말처럼, 친구나 사랑하는 사람에게 긍정적인 에너지와 밝은 미소를 전달하는 데에 아주 적합합니다. 예를 들어, 친구가 새로운 일을 시작하거나 어려움을 겪고 있을 때, 이 꽃을 선물하면 그 마음을 응원하고 힘을 북돋아 줄 수 있습니다. 또한, 일상의 소소한 순간에 사랑하는 이에게 감사의 마음을 표현하고 싶을 때 미니거베라는 그 마음을 따뜻하게 전달해줄 것입니다. 이렇게 노란 미니거베라는 우정과 사랑을 나누는 소중한 순간에 함께 하며, 모든 이에게 행복의 메시지를 전달합니다."
115,핑퐁디스버드,하얀색,1,1,1,1,은은한향,3000,꽃다발,내 마음은 진심입니다,X,"핑퐁디스버드는 그 하얀 색상만큼이나 순수하고 맑은 감정을 전달하는 꽃입니다. ""내 마음은 진심입니다""라는 꽃말은 사랑하는 사람에게 진심을 전하고 싶을 때, 아무런 거짓 없이 오롯이 당신을 향한 마음을 보여주고 싶을 때 탁월한 선택이 될 수 있습니다. 이 꽃은 또한 어려운 시기를 겪고 있는 친구나 가족에게 진심 어린 위로와 지지를 전할 때 사용하기에도 적합합니다. 핑퐁디스버드 한 송이는 그 자체로도 충분히 강한 메시지를 전달하며, 받는 사람의 마음에 진실된 감동과 평화를 선사할 것입니다."
116,핑퐁디스버드,분홍색,1,1,1,1,은은한향,3000,꽃다발,내 마음은 진심입니다,X,"핑퐁디스버드는 그 이름만큼이나 독특하고 사랑스러운 분홍색 꽃입니다. 이 꽃의 꽃말인 ""내 마음은 진심입니다""는 진솔하고 깊은 감정의 표현을 돕습니다. 만약 사랑하는 이에게 진심을 전하고자 할 때, 이 분홍색 핑퐁디스버드는 마음의 문을 열어주는 열쇠가 될 수 있습니다. 이 꽃을 선물하면, 받는 이는 당신의 순수하고 진실된 마음을 느낄 수 있을 것입니다. 특히, 관계에서 중요한 전환점이나, 진심을 다시 확인하고 싶은 순간에 이 꽃을 주면, 그 의미가 더욱 깊게 다가올 것입니다. 따뜻한 분홍색이 주는 부드러운 위로와 함께, 사랑의 메시지를 전달해보세요."
117,핑퐁디스버드,초록색,1,1,1,1,은은한향,3000,꽃다발,내 마음은 진심입니다,X,"핑퐁디스버드는 그 특이한 이름만큼이나 독특한 초록색을 자랑합니다. 이 꽃의 꽃말인 ""내 마음은 진심입니다""는 진솔하고 깊은 감정의 표현에 적합합니다. 어쩌면 친구나 사랑하는 이에게 마음 속 깊은 곳에서 우러나오는 진심을 전할 때, 이 꽃은 그 소중한 순간의 전령사가 될 수 있습니다. 특히나 진지한 대화나 중요한 고백의 순간에 핑퐁디스버드를 선물한다면, 그 메시지는 더욱 특별하고 강력한 울림을 가지게 될 것입니다. 이 꽃은 진심을 전달하고자 하는 모든 이의 솔직하고 순수한 마음을 완벽하게 대변해 줄 것입니다."
